----------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------
Mod name, Registry name, Item ID, Display name
Minecraft, minecraft:vindicator_spawn_egg, 813, Vindicator Spawn Egg
Minecraft, minecraft:vine, 251, Vines
Minecraft, minecraft:wandering_trader_spawn_egg, 814, Wandering Trader Spawn Egg
Minecraft, minecraft:warped_button, 312, Warped Button
Minecraft, minecraft:warped_door, 565, Warped Door
Minecraft, minecraft:warped_fence, 215, Warped Fence
Minecraft, minecraft:warped_fence_gate, 259, Warped Fence Gate
Minecraft, minecraft:warped_fungus, 127, Warped Fungus
Minecraft, minecraft:warped_fungus_on_a_stick, 843, Warped Fungus on a Stick
Minecraft, minecraft:warped_hyphae, 68, Warped Hyphae
Minecraft, minecraft:warped_nylium, 13, Warped Nylium
Minecraft, minecraft:warped_planks, 22, Warped Planks
Minecraft, minecraft:warped_pressure_plate, 198, Warped Pressure Plate
Minecraft, minecraft:warped_roots, 129, Warped Roots
Minecraft, minecraft:warped_sign, 659, Warped Sign
Minecraft, minecraft:warped_slab, 145, Warped Slab
Minecraft, minecraft:warped_stairs, 284, Warped Stairs
Minecraft, minecraft:warped_stem, 44, Warped Stem
Minecraft, minecraft:warped_trapdoor, 233, Warped Trapdoor
Minecraft, minecraft:warped_wart_block, 426, Warped Wart Block
Minecraft, minecraft:water_bucket, 661, Water Bucket
Minecraft, minecraft:weeping_vines, 131, Weeping Vines
Minecraft, minecraft:wet_sponge, 76, Wet Sponge
Minecraft, minecraft:wheat, 620, Wheat
Minecraft, minecraft:wheat_seeds, 619, Wheat Seeds
Minecraft, minecraft:white_banner, 870, White Banner
Minecraft, minecraft:white_bed, 716, White Bed
Minecraft, minecraft:white_carpet, 350, White Carpet
Minecraft, minecraft:white_concrete, 464, White Concrete
Minecraft, minecraft:white_concrete_powder, 480, White Concrete Powder
Minecraft, minecraft:white_dye, 696, White Dye
Minecraft, minecraft:white_glazed_terracotta, 448, White Glazed Terracotta
Minecraft, minecraft:white_shulker_box, 432, White Shulker Box
Minecraft, minecraft:white_stained_glass, 379, White Stained Glass
Minecraft, minecraft:white_stained_glass_pane, 395, White Stained Glass Pane
Minecraft, minecraft:white_terracotta, 331, White Terracotta
Minecraft, minecraft:white_tulip, 118, White Tulip
Minecraft, minecraft:white_wool, 95, White Wool
Minecraft, minecraft:witch_spawn_egg, 815, Witch Spawn Egg
Minecraft, minecraft:wither_rose, 123, Wither Rose
Minecraft, minecraft:wither_skeleton_skull, 837, Wither Skeleton Skull
Minecraft, minecraft:wither_skeleton_spawn_egg, 816, Wither Skeleton Spawn Egg
Minecraft, minecraft:wolf_spawn_egg, 817, Wolf Spawn Egg
Minecraft, minecraft:wooden_axe, 586, Wooden Axe
Minecraft, minecraft:wooden_hoe, 587, Wooden Hoe
Minecraft, minecraft:wooden_pickaxe, 585, Wooden Pickaxe
Minecraft, minecraft:wooden_shovel, 584, Wooden Shovel
Minecraft, minecraft:wooden_sword, 583, Wooden Sword
Minecraft, minecraft:writable_book, 825, Book and Quill
Minecraft, minecraft:written_book, 826, Written Book
Minecraft, minecraft:yellow_banner, 874, Yellow Banner
Minecraft, minecraft:yellow_bed, 720, Yellow Bed
Minecraft, minecraft:yellow_carpet, 354, Yellow Carpet
Minecraft, minecraft:yellow_concrete, 468, Yellow Concrete
Minecraft, minecraft:yellow_concrete_powder, 484, Yellow Concrete Powder
Minecraft, minecraft:yellow_dye, 700, Yellow Dye
Minecraft, minecraft:yellow_glazed_terracotta, 452, Yellow Glazed Terracotta
Minecraft, minecraft:yellow_shulker_box, 436, Yellow Shulker Box
Minecraft, minecraft:yellow_stained_glass, 383, Yellow Stained Glass
Minecraft, minecraft:yellow_stained_glass_pane, 399, Yellow Stained Glass Pane
Minecraft, minecraft:yellow_terracotta, 335, Yellow Terracotta
Minecraft, minecraft:yellow_wool, 99, Yellow Wool
Minecraft, minecraft:zoglin_spawn_egg, 818, Zoglin Spawn Egg
Minecraft, minecraft:zombie_head, 839, Zombie Head
Minecraft, minecraft:zombie_horse_spawn_egg, 820, Zombie Horse Spawn Egg
Minecraft, minecraft:zombie_spawn_egg, 819, Zombie Spawn Egg
Minecraft, minecraft:zombie_villager_spawn_egg, 821, Zombie Villager Spawn Egg
Minecraft, minecraft:zombified_piglin_spawn_egg, 822, Zombified Piglin Spawn Egg
----------------------------------------------
Mod name, Registry name, Item ID, Display name
----------------------------------------------
